anime_id,title,source,rating,score,scored_by,premiered,studio
4617,nana toshi monogatari: hokkyokukai sensen,novel,pg-13 - teens 13 or older,6.35,535,unknown,
1672,bomberman b-daman bakugaiden,unknown,pg-13 - teens 13 or older,6.64,779,winter 1998,madhouse
33866,wonder,music,g - all ages,4.86,83,unknown,
5869,chou no sainan,original,g - all ages,5.29,442,unknown,
21943,sore ike! anpanman: baikinman to 3 bai punch,unknown,pg - children,6,21,unknown,
7980,shin obake no q-tarou,unknown,g - all ages,5.71,38,fall 1971,
16119,chouyaku hyakuninisshu: uta koi. - sake to kikoushi ~ murasaki kishikibu to kintou,unknown,pg-13 - teens 13 or older,6.56,250,unknown,tyo animations
29073,tottori u-turn,unknown,g - all ages,5.09,57,unknown,
18523,senyuu. 2,web manga,pg-13 - teens 13 or older,7.57,23471,summer 2013,"ordet, lidenfilms"
1039,mizuiro (2003),visual novel,pg-13 - teens 13 or older,6.51,1210,unknown,olm
13655,little busters!,visual novel,pg-13 - teens 13 or older,7.61,66484,fall 2012,j.c.staff
3113,pinky street,other,g - all ages,4.65,300,unknown,gonzo
14235,salad land,unknown,g - all ages,4.94,89,unknown,
19351,nijiiro☆prism girl,manga,pg - children,6.31,912,unknown,synergysp
30383,classroom☆crisis,original,pg-13 - teens 13 or older,7.11,27895,summer 2015,lay-duce
33123,koto nakare hero gingerman,original,g - all ages,4.86,7,winter 2009,kenji studio
19063,judo-bu monogatari,manga,none,5.82,11,unknown,"studio deen, daume"
33569,re:petit kara hajimeru isekai seikatsu,light novel,pg-13 - teens 13 or older,6.86,11001,unknown,studio puyukai
25985,contact,original,g - all ages,5.26,79,unknown,rg animation studios
31874,2002-nen halmeoni ondo,original,g - all ages,5.44,63,unknown,
19291,pokemon xy,game,pg - children,7.43,22409,fall 2013,olm
35786,akisutozeneko,original,g - all ages,3.08,24,unknown,
9978,kyouryuu tankentai born free,unknown,g - all ages,6.08,77,fall 1976,sunrise
32924,urara meirochou,4-koma manga,pg-13 - teens 13 or older,7.19,20709,winter 2017,j.c.staff
2203,waga seishun no arcadia: mugen kidou ssx,unknown,pg-13 - teens 13 or older,7.56,1147,fall 1982,toei animation
23433,shin strange+,manga,pg-13 - teens 13 or older,6.34,5060,summer 2014,seven
17977,kiki to lala no hakuchouza no ohimesama,unknown,g - all ages,5.33,27,unknown,
23441,love stage!!: chotto janakutte,manga,pg-13 - teens 13 or older,7.69,18230,unknown,j.c.staff
24527,yomigaeru sora pilot,original,pg - children,6.21,162,unknown,j.c.staff
34710,choco kyouju no oheya,original,g - all ages,4.68,136,unknown,
19513,toki-iro kaima,unknown,none,5.57,14,unknown,
1445,mach gogogo,manga,pg-13 - teens 13 or older,6.74,3854,spring 1967,tatsunoko production
9875,anime tenchou x touhou project,game,g - all ages,6.9,1509,unknown,ufotable
32691,flowering heart,original,pg - children,5.32,38,winter 2016,
1140,giniro no kami no agito,original,pg-13 - teens 13 or older,7.23,27858,unknown,gonzo,unknown,,unknown,,unknown,,unknown,
21163,oni no ko to yuki usagi,unknown,pg - children,6.21,62,unknown,,unknown,,unknown,,unknown,,unknown,
6956,working!!,4-koma manga,pg-13 - teens 13 or older,7.79,126758,spring 2010,a-1 pictures,unknown,,unknown,,unknown,,unknown,
6272,zakuro yashiki,unknown,none,6.13,66,unknown,toei animation,unknown,,unknown,,unknown,,unknown,
23393,shin don chuck monogatari,unknown,g - all ages,6.35,51,spring 1976,unknown,,unknown,,unknown,,unknown,,
2144,naruto movie 3: dai koufun! mikazuki jima no animaru panikku dattebayo!,manga,pg-13 - teens 13 or older,6.96,67938,unknown,studio pierrot,unknown,,unknown,,unknown,,unknown,
15407,magical suite prism nana,original,none,6.87,71,unknown,shaft,unknown,,unknown,,unknown,,unknown,
19973,ashita no joe pilots,unknown,pg-13 - teens 13 or older,6.32,675,unknown,mushi production,unknown,,unknown,,unknown,,unknown,
27907,gundam build fighters specials,original,g - all ages,6.54,1028,unknown,sunrise,unknown,,unknown,,unknown,,unknown,
34993,namake gitsune,unknown,g - all ages,5.07,43,unknown,,unknown,,unknown,,unknown,,unknown,
5594,fuusen no doratarou,original,g - all ages,5.63,24,spring 1981,nippon animation,unknown,,unknown,,unknown,,unknown,
29587,home my home,unknown,g - all ages,5.28,73,unknown,,unknown,,unknown,,unknown,,unknown,
2514,detective conan ova 04: conan and kid and crystal mother,manga,pg-13 - teens 13 or older,7.61,5763,unknown,tms entertainment,unknown,,unknown,,unknown,,unknown,
2702,bakukyuu renpatsu!! super b-daman,unknown,g - all ages,6.43,267,winter 1999,xebec,unknown,,unknown,,unknown,,unknown,
17855,namiuchigiwa no muromi-san ova,manga,pg-13 - teens 13 or older,6.81,3428,unknown,tatsunoko production,unknown,,unknown,,unknown,,unknown,
37259,hanebado!,manga,none,0,0,summer 2018,lidenfilms,unknown,,unknown,,unknown,,unknown,
28831,anomalies,original,g - all ages,4.62,159,unknown,,unknown,,unknown,,unknown,,unknown,
34522,"wake up, girls! shin shou",original,pg-13 - teens 13 or older,6.48,1848,fall 2017,millepensee,unknown,,unknown,,unknown,,unknown,
2768,clamp in wonderland 2,unknown,g - all ages,7.58,9117,unknown,madhouse,unknown,,unknown,,unknown,,unknown,
35534,tomoyo,original,g - all ages,4.64,25,unknown,,unknown,,unknown,,unknown,,unknown,
25941,peeping life: the perfect explosion specials,unknown,g - all ages,4.52,33,unknown,,unknown,,unknown,,unknown,,unknown,
26199,doolie baenang-yeohaeng,unknown,g - all ages,5.08,13,unknown,,unknown,,unknown,,unknown,,unknown,
21021,juugo shounen hyouryuuki: kaizokujima de! daibouken,unknown,g - all ages,5.7,10,unknown,,unknown,,unknown,,unknown,,unknown,
478,sousei no aquarion,original,pg-13 - teens 13 or older,7.18,23090,spring 2005,"satelight, production reed",unknown,,unknown,,unknown,,unknown,
22785,sono hanabira ni kuchizuke wo: risa x miya gekijou,visual novel,pg-13 - teens 13 or older,6.45,553,unknown,chuchu,unknown,,unknown,,unknown,,unknown,
28639,futon,unknown,g - all ages,5.07,265,unknown,,unknown,,unknown,,unknown,,unknown,
19991,tobidase! bacchiri,unknown,pg - children,6.46,13,fall 1966,unknown,,unknown,,unknown,,unknown,,
31918,owari no seraph: nagoya kessen-hen - owaranai seraph - nagoya kessen-hen,manga,pg-13 - teens 13 or older,7.4,7384,unknown,wit studio,unknown,,unknown,,unknown,,unknown,
29409,juu-nin no chiisa na indian,unknown,g - all ages,5.02,68,unknown,,unknown,,unknown,,unknown,,unknown,
4948,shounen sarutobi sasuke,original,pg - children,6.11,314,unknown,toei animation,unknown,,unknown,,unknown,,unknown,
19627,junkers come here: memories of you,unknown,g - all ages,5.6,35,unknown,triangle staff,unknown,,unknown,,unknown,,unknown,
10524,duel masters victory,original,pg-13 - teens 13 or older,6.17,191,spring 2011,unknown,,unknown,,unknown,,unknown,,
35520,geisters movie: hikari no shou,original,pg-13 - teens 13 or older,3,7,unknown,,unknown,,unknown,,unknown,,unknown,
32153,mahou shoujo madoka★magica: concept movie,original,pg-13 - teens 13 or older,7.14,4779,unknown,shaft,unknown,,unknown,,unknown,,unknown,
32475,minami no kuni kara kita tegami,music,g - all ages,5.12,17,unknown,,unknown,,unknown,,unknown,,unknown,
32229,ojiichan no komoriuta,music,g - all ages,4.6,15,unknown,,unknown,,unknown,,unknown,,unknown,
31872,yukidaruma kazoku,music,g - all ages,4.59,22,unknown,,unknown,,unknown,,unknown,,unknown,
29387,momonga-mon,unknown,pg - children,5.56,9,summer 2005,unknown,,unknown,,unknown,,unknown,,
37684,"susume, karolina.",other,none,0,0,unknown,,unknown,,unknown,,unknown,,unknown,
31255,hakusai anime bangai-hen,unknown,pg-13 - teens 13 or older,4.1,21,unknown,,unknown,,unknown,,unknown,,unknown,
35586,jinryoku senkan!? shiokaze sawakaze,original,pg-13 - teens 13 or older,5.36,11,unknown,fukushima gainax,unknown,,unknown,,unknown,,unknown,
26113,yooidon!,unknown,g - all ages,5.29,7,unknown,toei animation,unknown,,unknown,,unknown,,unknown,
36856,tomica hyper rescue drive head: kidou kyuukyuu keisatsu (ona),other,pg - children,5.71,7,unknown,olm,unknown,,unknown,,unknown,,unknown,
35419,jitensha ni notte.,other,g - all ages,4.67,15,unknown,,unknown,,unknown,,unknown,,unknown,
32073,otoshidama,music,g - all ages,3.61,18,unknown,,unknown,,unknown,,unknown,,unknown,
35703,mori no hito to shoutengu-chan,original,g - all ages,2.25,4,unknown,,unknown,,unknown,,unknown,,unknown,
29479,tsunagaru animal,unknown,pg - children,5.88,8,unknown,,unknown,,unknown,,unknown,,unknown,
29427,mori no ratio,unknown,g - all ages,5.58,12,spring 2010,unknown,,unknown,,unknown,,unknown,,
30208,shiritori mambo,music,g - all ages,4.76,21,unknown,,unknown,,unknown,,unknown,,unknown,
30161,horoscope: anata no seiza,original,g - all ages,3.86,22,unknown,,unknown,,unknown,,unknown,,unknown,
33523,boku wa koko de ikiteiku,music,g - all ages,5.54,24,unknown,,unknown,,unknown,,unknown,,unknown,
32074,sowa sowa calendar,music,g - all ages,5.41,22,unknown,,unknown,,unknown,,unknown,,unknown,
30120,spoon-hime no swing kitchen,original,pg - children,7.88,8,spring 1997,unknown,,unknown,,unknown,,unknown,,
30207,watashi wa tofu desu,unknown,g - all ages,4.64,22,unknown,,unknown,,unknown,,unknown,,unknown,
26209,examurai sengoku recap,unknown,pg-13 - teens 13 or older,4.48,21,unknown,tms entertainment,unknown,,unknown,,unknown,,unknown,
37739,future card buddyfight ace,card game,pg - children,0,0,summer 2018,unknown,,unknown,,unknown,,unknown,,
36808,wakamono to koinu to croissant,original,g - all ages,4.14,7,unknown,,unknown,,unknown,,unknown,,unknown,
36978,annyeong totobi,unknown,pg - children,1.75,4,summer 2011,unknown,,unknown,,unknown,,unknown,,
26265,nogiku no haka,unknown,g - all ages,6.56,16,unknown,,unknown,,unknown,,unknown,,unknown,
37762,chiisana kinomi,original,g - all ages,3.67,6,unknown,,unknown,,unknown,,unknown,,unknown,
37553,bytheway dance,original,g - all ages,5.19,21,unknown,,unknown,,unknown,,unknown,,unknown,
35579,tec & her pets,original,pg - children,4.5,4,unknown,,unknown,,unknown,,unknown,,unknown,
36874,aware! meisaku-kun: oronamin c,original,g - all ages,2.25,8,unknown,,unknown,,unknown,,unknown,,unknown,
36970,hetchara heiki no heihachirou,original,g - all ages,4.4,5,unknown,,unknown,,unknown,,unknown,,unknown,
36724,felix x kamiusagi rope,original,g - all ages,5.44,9,unknown,,unknown,,unknown,,unknown,,unknown,
30202,bucket no ana,original,g - all ages,3.72,39,unknown,,unknown,,unknown,,unknown,,unknown,
22997,shin skyers 5,unknown,g - all ages,6.5,8,fall 1971,unknown,,unknown,,unknown,,unknown,,
31882,bokura machi bouzu!,original,g - all ages,3.59,22,unknown,,unknown,,unknown,,unknown,,unknown,
36888,chikatetsu ni noru,novel,pg - children,3.25,4,unknown,,unknown,,unknown,,unknown,,unknown,
33060,ninja negizou,music,g - all ages,4.73,11,unknown,,unknown,,unknown,,unknown,,unknown,
34689,owara nai chinkonka wo utaou: seinen no uta,original,g - all ages,3,13,unknown,,unknown,,unknown,,unknown,,unknown,
37653,caribadix 2nd season,original,pg - children,6.67,3,spring 2018,unknown,,unknown,,unknown,,unknown,,
36380,power powan,original,g - all ages,3.75,4,unknown,,unknown,,unknown,,unknown,,unknown,
24663,dororonpa!,unknown,pg - children,6.25,16,spring 1991,shin-ei animation,unknown,,unknown,,unknown,,unknown,
36580,boku wa shitteru yo.,original,g - all ages,4.28,25,unknown,pops inc.,unknown,,unknown,,unknown,,unknown,
35283,kamiusagi rope x ropé sisters,original,g - all ages,3.89,9,unknown,,unknown,,unknown,,unknown,,unknown,
36373,pink jumon,original,g - all ages,4.85,13,unknown,,unknown,,unknown,,unknown,,unknown,
20173,mori no senshi bonolon,unknown,pg - children,4.63,8,fall 2007,unknown,,unknown,,unknown,,unknown,,
36820,kaijuu ga yattekuru,original,g - all ages,3.57,7,unknown,,unknown,,unknown,,unknown,,unknown,
19745,naniwa yuukyouden: chou gokudou! yoru no bat wa manrui-hen,unknown,none,7,10,unknown,toei animation,unknown,,unknown,,unknown,,unknown,
36357,chibikko cowboy,original,g - all ages,2.55,11,unknown,,unknown,,unknown,,unknown,,unknown,
36055,ashita aou ne,original,g - all ages,3.19,16,unknown,,unknown,,unknown,,unknown,,unknown,
36354,saraba seishun,original,g - all ages,3,8,unknown,,unknown,,unknown,,unknown,,unknown,
36579,fettu to ccine to gummi seijin,original,pg - children,2.86,14,unknown,pops inc.,unknown,,unknown,,unknown,,unknown,
32472,okoru yo!,music,g - all ages,4.38,13,unknown,,unknown,,unknown,,unknown,,unknown,
19717,zoku naniwa yuukyouden,unknown,pg-13 - teens 13 or older,5.06,17,unknown,toei animation,unknown,,unknown,,unknown,,unknown,
35669,saraba jamaica,original,g - all ages,3.6,10,unknown,,unknown,,unknown,,unknown,,unknown,
19749,naniwa yuukyouden: kyouretsu! ana ga attara iretai-hen,unknown,none,6.5,10,unknown,toei animation,unknown,,unknown,,unknown,,unknown,
36129,oyoge! taiyaki-kun,music,g - all ages,3.55,20,unknown,,unknown,,unknown,,unknown,,unknown,
29473,toko-chan chokkin,unknown,pg - children,5.57,7,spring 1995,unknown,,unknown,,unknown,,unknown,,
36301,oyama no taishou,original,g - all ages,2.75,8,unknown,,unknown,,unknown,,unknown,,unknown,
36274,nyani ga nyandaa nyandaa kamen no yuukai boushi: miiko-chan chanto check!!,original,g - all ages,5,1,unknown,,unknown,,unknown,,unknown,,unknown,
29529,kagee aesop monogatari,unknown,g - all ages,6.83,12,unknown,,unknown,,unknown,,unknown,,unknown,
35454,jii coro comic,manga,g - all ages,3.42,19,unknown,,unknown,,unknown,,unknown,,unknown,
36361,bubble bath,original,g - all ages,4.5,14,unknown,,unknown,,unknown,,unknown,,unknown,
35525,yume hakonda randoseru,original,g - all ages,3.45,22,unknown,,unknown,,unknown,,unknown,,unknown,
37792,hanasu na★,original,g - all ages,4.76,25,unknown,,unknown,,unknown,,unknown,,unknown,
36381,ponta monogatari,original,g - all ages,3.33,9,unknown,,unknown,,unknown,,unknown,,unknown,
36383,mama no earring,original,g - all ages,3.75,8,unknown,,unknown,,unknown,,unknown,,unknown,
19753,naniwa yuukyouden: kanketsu-hen,unknown,none,6.36,11,unknown,toei animation,unknown,,unknown,,unknown,,unknown,
37602,na mo nai mainichi,original,g - all ages,5,8,unknown,,unknown,,unknown,,unknown,,unknown,
36377,bokunchi no chabo,original,g - all ages,2.33,12,unknown,,unknown,,unknown,,unknown,,unknown,
23967,fox wood monogatari,unknown,g - all ages,6.83,12,unknown,,unknown,,unknown,,unknown,,unknown,
36410,littleforestmello,original,g - all ages,6.1,10,unknown,,unknown,,unknown,,unknown,,unknown,
32218,choujikuu seiki orguss memorial,original,pg-13 - teens 13 or older,5.25,12,unknown,artland,unknown,,unknown,,unknown,,unknown,
25149,lu ling,unknown,g - all ages,6.25,32,unknown,,unknown,,unknown,,unknown,,unknown,
37144,nikuiyo! galbi-kun: kemuri ga me ni shimiru,original,g - all ages,4.5,2,unknown,dwarf,unknown,,unknown,,unknown,,unknown,
36387,yasashii kaze,original,g - all ages,3.78,9,unknown,,unknown,,unknown,,unknown,,unknown,
27377,tanuki-san ooatari,unknown,pg - children,7.29,7,unknown,toei animation,unknown,,unknown,,unknown,,unknown,
32590,taeng-gu & ulasyong,original,pg - children,5.3,10,spring 2001,unknown,,unknown,,unknown,,unknown,,
35141,matsue kankou taishi sanri ga iku! matsue ghost tour,original,g - all ages,4.11,18,unknown,dle,unknown,,unknown,,unknown,,unknown,
36358,tsubiregg tsuburegg march,original,g - all ages,2.57,7,unknown,,unknown,,unknown,,unknown,,unknown,
26091,koe wo kikasete,unknown,g - all ages,8.25,4,unknown,,unknown,,unknown,,unknown,,unknown,
35958,tori vs. buta: buttobi pizza battle,original,g - all ages,4.4,30,unknown,,unknown,,unknown,,unknown,,unknown,
36118,onagawa chuu baske bu: 5-nin no natsu,other,g - all ages,5,10,unknown,,unknown,,unknown,,unknown,,unknown,
19729,naniwa yuukyouden: nekketsu!! bakushou mankai-hen,unknown,none,6.53,15,unknown,toei animation,unknown,,unknown,,unknown,,unknown,
37065,123,original,g - all ages,3.87,31,unknown,,unknown,,unknown,,unknown,,unknown,
36384,mama no kekkon,original,g - all ages,3.67,9,unknown,,unknown,,unknown,,unknown,,unknown,
36809,tanjoubi no chachacha,original,g - all ages,3.5,8,unknown,,unknown,,unknown,,unknown,,unknown,
37072,naite ita onnanoko,original,g - all ages,3.7,10,unknown,,unknown,,unknown,,unknown,,unknown,
37790,"taisetsu na kazoku wo tsutsumu, sono te.",original,g - all ages,5.7,20,unknown,g-angle,unknown,,unknown,,unknown,,unknown,
35059,nobara (ova),original,g - all ages,4.5,2,unknown,,unknown,,unknown,,unknown,,unknown,
37009,watashi wa buranko,unknown,g - all ages,4.78,9,unknown,,unknown,,unknown,,unknown,,unknown,
37241,aware! meisaku-kun: human academy robot kyoushitsu,original,g - all ages,3.33,3,unknown,,unknown,,unknown,,unknown,,unknown,
21121,heart cocktail again,unknown,pg-13 - teens 13 or older,6.45,20,unknown,,unknown,,unknown,,unknown,,unknown,
35785,cell no koi,original,g - all ages,4.88,26,unknown,,unknown,,unknown,,unknown,,unknown,
35047,mirai e no tegami: kono michi no tochuu kara,original,g - all ages,5.67,6,unknown,fukushima gainax,unknown,,unknown,,unknown,,unknown,
37011,negaigoto no mochigusare,unknown,g - all ages,5.18,11,unknown,,unknown,,unknown,,unknown,,unknown,
37074,daremo shiranai,original,g - all ages,3.56,9,unknown,,unknown,,unknown,,unknown,,unknown,
36812,kyou mo chappy end,original,g - all ages,3.63,8,unknown,,unknown,,unknown,,unknown,,unknown,
32166,obaachan no takaramono,music,g - all ages,3.71,14,unknown,,unknown,,unknown,,unknown,,unknown,
